v1,v2,v3,v4
0.024169921875,0.124072265625,0.800830078125,1.00224609375
0.024169921875,0.1248779296875,0.7887451171875,1.007080078125
0.023095703125,0.124609375,0.783642578125,1.011376953125
0.02255859375,0.12447509765625,0.78109130859375,1.01312255859375
0.022880859375,0.12439453125,0.7798828125,1.012880859375
0.022880859375,0.124716796875,0.780849609375,1.01578125
0.023203125,0.124716796875,0.787294921875,1.0170703125
0.02384765625,0.1250390625,0.79470703125,1.01771484375
0.0244921875,0.12568359375,0.795673828125,1.018359375
0.02384765625,0.126005859375,0.802763671875,1.0209375
0.023525390625,0.126328125,0.79857421875,1.024482421875
0.023203125,0.126328125,0.8005078125,1.02673828125
0.022880859375,0.12697265625,0.7953515625,1.028994140625
0.02255859375,0.12697265625,0.796640625,1.03125
0.022880859375,0.126650390625,0.79212890625,1.03318359375
0.02255859375,0.126650390625,0.8005078125,1.034150390625
0.0219140625,0.12697265625,0.7940625,1.036083984375
0.02255859375,0.12697265625,0.79599609375,1.0376953125
0.02255859375,0.1276171875,0.7979296875,1.040595703125
0.024169921875,0.127939453125,0.805986328125,1.04478515625
0.0244921875,0.129228515625,0.8005078125,1.047685546875
0.02384765625,0.12890625,0.80373046875,1.052197265625
0.022880859375,0.129228515625,0.8056640625,1.054775390625
0.023203125,0.12955078125,0.807919921875,1.0583203125
0.0219140625,0.13083984375,0.804375,1.0621875
0.022236328125,0.1301953125,0.80759765625,1.06541015625
0.023203125,0.131484375,0.809853515625,1.068310546875
0.023525390625,0.131484375,0.812431640625,1.074755859375
0.023203125,0.131484375,0.822421875,1.078623046875
0.02384765625,0.131806640625,0.825966796875,1.081201171875
0.02384765625,0.13470703125,0.8288671875,1.0841015625
0.02384765625,0.135029296875,0.83208984375,1.088291015625
0.02384765625,0.13599609375,0.836279296875,1.090869140625
0.023525390625,0.136640625,0.833701171875,1.0944140625
0.023203125,0.136640625,0.843046875,1.09763671875
0.023525390625,0.13470703125,0.845947265625,1.101826171875
0.02384765625,0.13599609375,0.84884765625,1.10537109375
0.024814453125,0.136640625,0.851748046875,1.110205078125
0.026103515625,0.13728515625,0.860126953125,1.114072265625
0.02513671875,0.13857421875,0.863349609375,1.120517578125
0.02578125,0.139541015625,0.86625,1.12728515625
0.02578125,0.13986328125,0.8701171875,1.13244140625
0.024814453125,0.139541015625,0.873984375,1.136953125
0.024169921875,0.140185546875,0.871728515625,1.144365234375
0.024814453125,0.140830078125,0.867861328125,1.1485546875
0.024169921875,0.14115234375,0.8726953125,1.152744140625
0.024814453125,0.141474609375,0.876884765625,1.157578125
0.024814453125,0.142763671875,0.880107421875,1.162734375
0.0244921875,0.1430859375,0.884296875,1.16853515625
0.02513671875,0.1430859375,0.889130859375,1.17369140625
